OTU.ID	description	Julianne-331-CEC_S246_L001_R1_001_F_filt-fastq-gz	Julianne-331-JEJ_S219_L001_R1_001_F_filt-fastq-gz	Julianne-337-CEC_S242_L001_R1_001_F_filt-fastq-gz	Julianne-337-COL_S269_L001_R1_001_F_filt-fastq-gz	Julianne-351-CEC_S244_L001_R1_001_F_filt-fastq-gz	Julianne-351-COL_S271_L001_R1_001_F_filt-fastq-gz	Julianne-536-COL_S265_L001_R1_001_F_filt-fastq-gz	Julianne-536-JEJ_S211_L001_R1_001_F_filt-fastq-gz	Julianne-540-COL_S267_L001_R1_001_F_filt-fastq-gz	Julianne-542-CEC_S232_L001_R1_001_F_filt-fastq-gz	Julianne-542-COL_S259_L001_R1_001_F_filt-fastq-gz	Julianne-542-JEJ_S205_L001_R1_001_F_filt-fastq-gz	Julianne-544-COL_S255_L001_R1_001_F_filt-fastq-gz	Julianne-547-CEC_S233_L001_R1_001_F_filt-fastq-gz	Julianne-547-COL_S260_L001_R1_001_F_filt-fastq-gz	Julianne-547-JEJ_S206_L001_R1_001_F_filt-fastq-gz	Julianne-579-CEC_S234_L001_R1_001_F_filt-fastq-gz	Julianne-579-JEJ_S207_L001_R1_001_F_filt-fastq-gz	Julianne-582-CEC_S243_L001_R1_001_F_filt-fastq-gz	Julianne-582-COL_S270_L001_R1_001_F_filt-fastq-gz	Julianne-604-CEC_S235_L001_R1_001_F_filt-fastq-gz	Julianne-604-JEJ_S208_L001_R1_001_F_filt-fastq-gz	Julianne-661-COL_S266_L001_R1_001_F_filt-fastq-gz	Julianne-661-JEJ_S212_L001_R1_001_F_filt-fastq-gz	Julianne-663-CEC_S241_L001_R1_001_F_filt-fastq-gz	Julianne-663-COL_S268_L001_R1_001_F_filt-fastq-gz	Julianne-665-JEJ_S210_L001_R1_001_F_filt-fastq-gz	Julianne-667-CEC_S236_L001_R1_001_F_filt-fastq-gz	Julianne-667-JEJ_S209_L001_R1_001_F_filt-fastq-gz	Julianne-716-CEC_S231_L001_R1_001_F_filt-fastq-gz	Julianne-716-COL_S258_L001_R1_001_F_filt-fastq-gz	Julianne-717-CEC_S230_L001_R1_001_F_filt-fastq-gz	Julianne-717-COL_S257_L001_R1_001_F_filt-fastq-gz	Julianne-719-CEC_S245_L001_R1_001_F_filt-fastq-gz	Julianne-719-COL_S272_L001_R1_001_F_filt-fastq-gz	Julianne-719-JEJ_S218_L001_R1_001_F_filt-fastq-gz	Julianne-791-CEC_S229_L001_R1_001_F_filt-fastq-gz	Julianne-791-COL_S256_L001_R1_001_F_filt-fastq-gz	Julianne-835-JEJ_S198_L001_R1_001_F_filt-fastq-gz	Julianne-838-CEC_S281_L001_R1_001_F_filt-fastq-gz	Julianne-838-JEJ_S277_L001_R1_001_F_filt-fastq-gz	Julianne-841-CEC_S278_L001_R1_001_F_filt-fastq-gz	Julianne-841-COL_S282_L001_R1_001_F_filt-fastq-gz	Julianne-847-CEC_S279_L001_R1_001_F_filt-fastq-gz	Julianne-847-COL_S283_L001_R1_001_F_filt-fastq-gz	Julianne-853-CEC_S280_L001_R1_001_F_filt-fastq-gz	Julianne-853-COL_S284_L001_R1_001_F_filt-fastq-gz	Julianne-856-COL_S254_L001_R1_001_F_filt-fastq-gz	Julianne-856-JEJ_S200_L001_R1_001_F_filt-fastq-gz	Julianne-882-COL_S253_L001_R1_001_F_filt-fastq-gz	Julianne-882-JEJ_S199_L001_R1_001_F_filt-fastq-gz	Julianne-891-CEC_S220_L001_R1_001_F_filt-fastq-gz	Julianne-891-COL_S247_L001_R1_001_F_filt-fastq-gz	Julianne-891-JEJ_S193_L001_R1_001_F_filt-fastq-gz	Julianne-899-CEC_S221_L001_R1_001_F_filt-fastq-gz	Julianne-899-COL_S248_L001_R1_001_F_filt-fastq-gz	Julianne-899-JEJ_S194_L001_R1_001_F_filt-fastq-gz	Julianne-923-CEC_S223_L001_R1_001_F_filt-fastq-gz	Julianne-923-JEJ_S196_L001_R1_001_F_filt-fastq-gz	Julianne-924-CEC_S224_L001_R1_001_F_filt-fastq-gz	Julianne-924-JEJ_S197_L001_R1_001_F_filt-fastq-gz	Julianne-962-CEC_S222_L001_R1_001_F_filt-fastq-gz	Julianne-962-JEJ_S195_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-337-JEJ_S134_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-351-JEJ_S150_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-536-CEC_S103_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-CEC_S119_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-JEJ_S118_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-CEC_S179_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-JEJ_S178_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-579-COL_S159_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-582-JEJ_S142_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-604-COL_S166_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-661-CEC_S111_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-663-JEJ_S126_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-665-COL_S180_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-667-COL_S173_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-716-JEJ_S110_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-717-JEJ_S102_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-CEC_S158_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-COL_S151_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-838-COL_S128_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-CEC_S109_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-COL_S141_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-JEJ_S177_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-841-JEJ_S104_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-CEC_S117_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-COL_S133_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-847-JEJ_S112_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-853-JEJ_S120_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-856-CEC_S172_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-CEC_S171_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-COL_S149_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-JEJ_S164_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-CEC_S125_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-COL_S157_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-JEJ_S101_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-882-CEC_S165_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-923-COL_S135_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-924-COL_S143_L001_R1_001_F_filt-fastq-gz	taxonomy
GLUCARDEG-PWY	D-glucarate degradation I	758.567426690744	0.0	74.8709036452375	59.6302558698616	159.047706117678	11.6372380735431	167.482996154001	2.65660328403006	0.0	179.443874107022	69.1259939520531	7.09897610921502	186.77725014725	373.463236050381	28.3245776281095	9.13374701670644	426.465285776175	44.2567166320589	97.4007324795568	169.025883922219	57.5645420594844	50.6387296550694	29.0296332074245	0.94513376057655	205.224731964134	214.121671732437	2.27926019954886	129.00556555467	0.0	165.173737379309	56.7098897312052	115.363780002939	135.782335476856	209.434517603308	66.4267816245537	5.38461538461538	171.639808101661	183.8293082584	0.0	315.043419460321	0.0	113.563276585662	161.769867546645	583.483198070208	492.261294417007	130.358546643626	101.869378312071	99.2127052471198	0.0	172.192309574376	0.0	143.458738596999	59.7144431641701	0.0	332.43785362242	157.185411112779	5.4859287054409	192.641718741935	0.0	142.142777861697	153.685430178745	420.099571765192	0.0	56.8863434237917	0.0	255.405374455775	0.0	0.0	299.968673230336	0.0	21.9944289693593	141.556056912873	40.2585894400846	99.4692883084044	288.265414965061	559.37306289213	0.0	0.0	0.0	13.3937318803573	101.067594672284	208.084141376613	0.0	1.98788307162279	0.0	23.8057187475714	108.04383304345	77.6088782548935	18.2096939129244	67.5224862235358	0.0	120.056371905741	73.3603461585663	0.0	89.4306680161943	4.40146829847643	0.0	156.533381029467	134.741311157012	71.2981345854493	
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	609.571598761338	0.0	0.0	7.68390839801535	122.491351082319	10.8085659155317	130.697421167799	0.0	0.0	54.2873227231865	32.207967677142	7.09897610921502	43.4396441236345	127.672362644774	20.6446996638377	9.13374701670644	33.05843870589	0.0	38.2829576883436	79.5628328486665	48.4692354135358	6.54280587502681	27.1732086296887	0.94513376057655	98.6664628696299	43.9859759220831	1.84953059513831	94.4722162823956	0.0	141.439966462161	50.2090866139018	0.0	0.0	101.630528878974	53.5407646603954	2.83783783783784	82.2403075722027	99.310205039178	0.0	139.155962923703	0.0	72.0232398997497	80.9075768252256	583.483198070208	492.261294417007	101.893864016502	81.5757737277344	0.0	0.0	52.1570306538735	0.0	24.5879797607118	0.0	0.0	138.360614432836	66.0770680595525	5.4859287054409	54.6103386912653	0.0	119.201054521234	153.685430178745	58.2262122527026	0.0	43.4357611950667	0.0	147.463426960033	0.0	0.0	82.8154125249782	0.0	19.3476722025592	0.0	36.084170463179	79.3061392681104	77.438183196228	379.132512995096	0.0	0.0	0.0	11.9992743336623	65.4685250953781	101.450695518587	0.0	1.98788307162279	0.0	20.7094328107984	82.5255752799557	59.4834252493193	16.6300947740569	45.4199415384698	0.0	110.370225125757	67.5065583472999	0.0	11.7293906810036	4.40146829847643	0.0	0.0	75.1966230206394	60.3430792905159	
GLUCONEO-PWY	gluconeogenesis I	20897.8199969808	15549.0186296767	10860.2256078774	13187.1948509802	9553.31359808352	7044.0901439166	12450.302584489	16078.6403937601	7148.91900649903	10712.4005190546	7099.48248598387	7174.71339143122	10696.1894621253	12191.464519267	10693.9504735629	9256.86659617751	19581.0905721284	9947.66891163538	9514.83608975375	15669.4123633724	4863.36566877066	12228.7778904559	9310.67108296703	12180.558635089	8825.37444175529	11543.8762618003	4190.91950130634	7408.8596114694	12989.0307030098	11491.7652756969	8820.13846265113	9023.71690588399	9159.47288599259	11115.9994457046	7407.92267025939	6496.96174544915	8915.00962777094	13591.9261987104	9059.60022144273	11736.5123083543	7619.190191192	9253.4568606839	10681.2277581319	15378.3184327845	14451.2519866403	11660.057158656	9432.72983212514	10231.2054877485	16890.8655341488	9944.07130318209	2280.31239883057	8623.35196582111	6830.98614011318	17236.945912644	12506.5552800168	8066.40515540854	13953.7021975432	9761.6636848449	10701.9502338657	9539.25740948565	11884.7655619124	14064.3092259069	1954.06672940864	11739.5828870915	13169.5699943753	10889.158963613	5406.72055320361	7259.90922233807	8318.53064787821	8032.52396031496	5738.34305119672	17913.3889215738	7175.60831411795	6221.81721207848	16893.8455618268	18925.1553831214	5572.60103661695	10048.2127701971	13677.2035318986	6007.36730045966	5742.17717949487	7807.54130129111	5794.33435492193	8036.12868619917	11739.0381373454	11370.188854337	8133.02884028604	7228.32155144563	11549.6449068503	10316.7938422028	5737.3589297527	8860.43152137829	6818.96421405253	20302.0136568712	10428.6899903179	8460.83787305522	1282.92713469688	9384.41248115298	8431.59516141171	8137.17915751079	
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	44.6160322605392	9.99723099075151	4.6590777951611	10.6556522224875	0.0	1.33987339183802	7.71753786461031	4.67912290481316	341.819808750467	3.99929439822753	0.0	9.99849781642596	4.65900227611676	0.0	7.33759750991086	14.2758032466233	17.9918620323118	3.33963075183555	74.3656305259144	77.804261337496	16.6330128190169	10.8558948573115	0.0	1.41995471241123	3.99912364589598	3.9993820699883	27.5044018883725	1.3398982290402	3.3396379307435	74.4302557140184	201.01510682874	0.0	4.65885284490828	348.834477050364	514.815205396485	8.99400918591493	0.0	0.0	0.0	4.65914698950412	0.0	4.65890519442282	2.65969249543889	2971.23289839165	2605.70469856916	41.2707010364459	53.8510994437165	0.0	3.33974189386728	6.65784411334984	0.0	5.33838315775149	6.65685472136421	3.33973720624867	65.1768095939233	52.4906696579046	0.0	0.0	0.0	6.65781711129309	260.784470568846	8.65752912508764	23.9896444784035	52.9893283215602	2.65975227381103	5.99876008293668	66.9586521774963	18.6362903535519	0.0	13.9901404483078	12.6459926133215	0.0	45.853249185103	1.33986379407387	19.9903960938993	28.6404976705822	7.99420307707915	31.9544990002222	0.0	0.0	3.33914645194067	0.0	20.6288296919888	22.632386926215	74.4723729876148	311.459755019265	539.613738473705	436.353558750357	432.748215533644	54.563396648825	0.0	0.0	0.0	0.0	11.9954360620822	9.81425114074131	0.0	0.0	7.33678337343499	5.99775670744474	
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronide and D-glucuronate degradation	7727.33380493018	2905.6586970137	8890.25996892137	6237.85359455506	4640.22172601898	2039.21589254058	5039.85843563493	1276.07098105897	3749.18880445409	4043.36766857895	2382.58614861568	578.176781819815	3050.21229472995	8672.12088942135	3218.62398212756	1219.56747020879	7231.05259202625	1372.04859644511	3371.56691065089	4403.83167005407	2394.09732560775	3126.52615944639	3434.46781742563	1940.93009080655	3383.95763894588	3212.85065619217	371.956844480569	3715.1422169768	2562.68137961947	5036.10556175238	4337.8482237758	3589.17606288241	3139.15568351554	4776.26591514528	2516.39255318681	1590.13343564518	3789.82394668044	5204.38666035171	1820.70253309964	4553.59103931997	1369.17050658856	3509.05118204879	4093.28368531476	7187.33814278377	7394.45903901058	3777.43728993197	3386.3909279404	7821.00235695954	2082.09173841006	2957.47893652381	217.889422088708	4293.9195188687	3688.86310529035	1906.11245223688	5516.46238613628	3819.35203541029	369.1061431221	4193.72378206195	2276.15831651267	4805.84423361947	1404.97202455271	7413.04200315647	61.5327861509372	1901.44430888539	2845.74561817513	4550.32123789463	1772.32080878174	2792.00573878171	4785.15603215597	1084.95598894306	1727.6305326508	1642.70145756877	2840.96920399146	2792.09599972616	2668.73792710419	8172.98442800154	2370.64522586345	2367.8776256952	1790.06998975581	2120.4435426254	2124.69110001823	3054.73487029302	2402.64675214625	3002.40653445815	2350.42548502486	2930.1711826659	2804.03580004843	2761.44378497418	2056.60818733449	1865.25279874369	3487.30127166781	3888.45909491519	2414.03267585643	851.17862136847	9895.95377677083	3242.95377808314	22.437968179575	4019.57871253191	3592.96322170216	3589.8032030852	
GLUTORN-PWY	L-ornithine biosynthesis	13342.3227158915	4690.11870457954	9061.95280370216	6098.89024650348	6102.99791122183	1899.63396062221	6631.89130259961	7700.82041827684	4136.9229327814	5597.74169138571	3067.52049014801	377.60856631388	3926.52001719279	10936.2591373799	3262.8652717314	801.676649388996	12383.823562236	1605.22102065683	4957.14509357391	5845.18579719447	3341.91464851961	3346.48804110327	3053.57679468266	3704.49916800766	5285.18437073746	5614.23725768201	306.975410256713	4949.70485136445	1866.90921909474	6693.02324858043	3885.01529517614	6044.17573194634	5345.10851900794	6916.28071815443	2805.81429662885	1458.21718807397	5982.02079845986	7708.48292154859	1520.8220905133	5619.28080955391	1068.92752776154	4681.52173004316	5464.00613115326	10064.5411404401	8810.73084381837	5982.14177254319	4354.43997889192	9302.04384213911	2134.87630654303	3394.2688377016	120.185759432334	4691.78274554411	3537.47848116127	1890.82854711208	6302.90668598997	3395.33466423931	324.704785954786	6218.02639570612	1607.96820139748	7094.22951651635	891.231866202201	11455.4248975152	37.1543711457971	2020.11384309521	2948.76965129126	7478.07089911199	3893.04081910385	2764.33532082193	6740.78414965294	1443.82919478121	1688.68286599381	4950.7154046865	2487.77509537938	4060.11548083331	3660.18836602052	10569.5927057813	2035.26010776012	2368.96463925898	2579.69543278456	1648.2144832498	3063.19117275822	3244.72676794781	3883.24918558123	5641.41300635971	3109.60303710686	2694.12719671363	4345.25711080154	3258.3912504725	2245.72550499006	1677.75082682012	4182.08186565019	5207.77364493545	3287.62702345138	3694.25918756247	10363.9722360296	3737.20397375564	60.3583487216732	5797.99341222791	4275.27394719896	4340.21942417884	
GLYCOCAT-PWY	glycogen degradation I (bacterial)	22591.9940492904	10326.2709309105	13894.0641170333	12919.7445510391	10434.5638805005	4792.24286292623	11333.0313633632	2369.2899400509	7661.93111769478	10416.2147099971	6366.02932095988	1643.47065562524	9296.82492804452	17239.5619181588	7842.64349874508	3215.21938129575	19877.0651689262	4670.87767834954	8545.52966184021	11272.8850410736	5580.73893180181	6935.23826026752	7123.44535631223	8761.54042448404	9376.54108559106	11228.0915272907	5822.39348048271	8595.04071438934	4890.36234551631	11884.3835579868	7552.7698171042	9807.04022446174	9312.85503868321	11759.7485122519	5991.64307106592	3687.14618746914	10016.5480182892	13977.4153666973	3647.96721797472	10393.9541487845	2602.07978473806	8862.97509685675	10201.8649822375	16399.4921293806	15477.7742413381	11358.8752907426	8796.41797144706	13776.6707169749	6789.34871864404	8122.43680219247	3820.38509145935	7791.17364385694	6107.77724453614	4071.4346609292	11208.5725078528	6490.23651506621	2572.26977943453	9681.57938604583	3809.21135889678	11131.9746807795	3605.14034231289	17069.4921755465	715.276362229661	6214.959823574	7226.21370613601	11575.4400771175	6390.79258819215	5530.96741909788	10553.4399745161	3938.91568247567	3983.63962861407	4750.15490595281	5700.39566031197	6598.81198788529	11044.8545806935	20089.0327897471	4265.99112942603	4945.46306050011	5667.77907069607	3668.73285180116	5762.7152214132	6394.34908915951	6316.74099537048	8458.57754593462	7876.75952297228	7003.2912179973	7761.2317659738	6169.99705391375	6056.96343531891	6249.362458967	6577.67196474525	9608.22971960126	6692.71027279706	9401.09165140443	15261.1043889822	6970.69653050613	309.318511471205	9721.32646048897	7697.30628017363	7775.35551875195	
GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	22992.092416277	15378.5847841276	13086.6823074654	12214.9928601952	10225.4152793392	6191.56569247212	11572.035605267	6328.66923008899	6151.3126177924	11084.3760649102	7192.05392477457	8805.29674349524	11349.957239264	17070.4953388271	10266.392121587	8878.90692719739	20414.1813525749	15284.5066511453	9271.39952594897	14212.554179907	5423.23578717178	9605.70730877883	8503.06203760086	10932.0927139777	9772.97507400968	14418.4163565495	25292.0966443854	8035.82183771207	8217.59862159199	11497.2165282897	7545.52838007313	9670.29853226062	9723.92847347488	11755.5447916527	7066.19816320141	5798.87307259193	10216.2420747684	14761.8084616833	5637.28655750845	10949.8913624456	4663.46627725381	9626.25626295189	10811.3283852466	12581.4512844299	11614.3444097758	12921.3739563876	10087.5240863434	14013.8195270897	16970.7932863873	10660.9739669878	24112.4912539577	7437.62130418377	5896.25252689189	4841.90819356944	11408.1699632148	6512.97331322249	18533.4940804817	9502.39292616654	7195.54960970289	11071.2117350426	7669.00917784307	16209.9433601459	21199.5888899525	13703.5575045537	10387.6351022156	11666.4591233551	6003.45928697437	5112.6308754301	10390.4383048398	8330.87475616579	5473.27935440823	7036.60443128334	6477.34568469183	6794.42451682282	21713.5467538371	20502.5628118783	4815.8676577718	6452.04490714753	9012.24575085563	5127.38952823385	6188.70010916331	6863.81265063216	6103.03633676176	7662.22571472072	12598.8990281192	9765.63749333657	7974.9537993238	6340.70912733244	11159.1028884461	16472.276543186	6818.87723184056	10325.5208571296	7651.66781080695	21627.1881327862	14687.9616555225	7478.66840041481	13394.6022088785	10190.3449974924	8030.94286771525	7997.25867571939	
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	584.221823641807	1400.53559900103	164.616540718241	76.8946090622907	195.005477849679	7.98324941968357	44.8886305725072	1.33983165715521	68.4008023901131	45.3514273312661	27.6711852222108	75.4176733958249	194.817806128867	139.14643186651	47.4627489759823	478.832754221165	365.053377991492	68.4840270927845	235.402909639136	192.263806397833	127.057445363656	1082.73812278956	56.7358363748088	649.580315529043	110.702138346964	9.65709209146787	4.85271257844773	78.0313202778881	391.690134889424	367.977087942903	37.4622752844979	281.731069927905	163.727511526162	371.802612284327	101.889741308036	319.021327034119	113.987169903366	207.722226909316	609.459680092837	247.103787016419	305.07326634734	258.139172221811	294.001817032067	1200.85764124087	357.829728067971	55.4600418542549	100.960871120727	110.034296604138	885.057420900539	58.9692493659747	25.4200607704548	116.320408391908	47.9062877369329	239.208551027005	261.751898917397	113.788098618325	17.95614727684	260.50343074292	164.537453102998	141.312256981712	586.842508202392	182.239072113956	0.0	162.738174491368	1210.94397633118	133.649378592013	263.764791909572	138.614128711665	184.366340448844	815.373890273037	15.800761379507	172.988714203342	98.9158297657638	86.534192307247	204.261840896944	338.417579250954	23.6156746420111	765.441499826524	1635.81469965577	12.9206758142509	124.661909502593	39.4459765875658	307.67986162033	417.784422422366	757.84763398756	582.146788012792	122.140952553389	27.6583288661227	527.922042001368	103.154896364003	61.0281015153109	49.1020202856995	28.1803427604263	459.796332080214	181.878288940895	35.2802412392393	55.5949115324829	147.348717967708	71.5780829425054	63.7411483735763	
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	23416.1114345945	15624.5223929313	11243.285722101	15196.0645352212	10522.5959918378	6565.85498719662	13607.4556174752	15243.3220976875	7940.21614491868	11709.9588076484	7511.50384304266	4314.51858328768	11222.1598155468	14839.3433466639	11030.6965835428	9891.98940497638	22118.7346889448	10222.6403562591	10275.4576912756	15975.525191232	5246.71622508311	13625.6143237893	9868.69387266636	11327.950572033	9831.32611293301	13077.6325301512	10728.1845788636	8730.28141016848	10462.298381173	12643.3779715636	9329.13802979262	9775.28190141438	10142.0539256355	12561.6529363034	7363.74265331801	5712.74370367394	9787.58059663913	14943.7419217037	8007.2107900265	12619.4646991578	5978.98153602615	10376.2790157067	11972.4015454842	16956.9327794327	15750.4871265376	12978.581068846	10247.1670274952	12601.533903925	13517.7279532693	10219.1317683728	8163.77842105209	9606.93646159768	7702.71995896079	13910.3157077309	14107.1090737981	8745.47774438643	31425.3260972573	10951.1245871852	7984.20499621432	9813.18019358445	11173.2930639366	13137.3634019881	2177.28830467323	12597.8322846543	11983.0609678695	12051.8052585324	6458.70107327522	6833.55357100939	9435.55781030704	8061.33451812441	5434.57594833009	17532.6034039003	7514.15749874135	7019.78689026229	16593.7330164089	20805.5880227976	5675.22183910995	9556.07492330205	13471.8539072424	6041.76896731785	6807.91845833343	8104.48720326912	6778.25582445362	9301.99941478017	12187.6504123682	10611.4321075839	9302.59515193651	7740.19223640954	10090.7967540242	14507.0594688572	6552.67599441922	9939.41346641034	7278.53068924023	20530.4907815164	13877.873641539	8957.05827685729	1427.16465751264	10425.1498870771	9032.19091772461	8784.69149419267	
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	9051.97367108465	13296.4880995519	2985.01336215555	2221.4672831428	3211.22437256452	365.47012634244	1662.84561763465	4.3537261320845	1718.8520980792	1444.95266329107	745.01881128073	1331.48339170061	3869.1158727605	3274.55417713805	1053.58323771192	6121.1923712393	7294.35439201063	1429.07130225297	3952.18532024921	4418.04514946217	2160.25581075053	10351.972787742	1651.10612870544	7692.03735582679	2731.54452617804	2662.00838242261	213.040060698337	1708.44296334719	6063.83063644208	5378.4865497674	1190.53931750931	4922.72746301821	3122.8458787123	7019.99870448682	1818.66959917369	3579.89056514994	3302.59779972467	5496.05792412798	6228.43408849218	4468.26862450408	4568.35090784809	4097.3315891073	4843.6296671503	12280.1286721932	9230.9391027962	5306.70928650714	2776.66730582261	2218.34739426316	10355.5729028529	1502.12661218289	256.178658483223	3492.7233391231	2295.43618323283	6681.58291662389	5443.39725117982	3362.11510537265	11103.1605800376	4762.26971435313	4371.39143067058	3128.97196080642	5741.44643836484	5380.46434044635	1325.43269339767	4376.77353053796	8569.20907164742	3208.16813384929	3101.11145033212	2225.36620731968	4755.57803387963	5494.24488110788	611.271771040967	3437.13795039878	1963.0934180657	1781.56287214429	4447.99950457353	7290.49405912816	584.952558275457	7587.22210718602	7769.09681793538	481.396739588903	2363.90665172986	1495.20127556413	4940.70336158487	6684.97602682346	9245.49128728133	6432.79909743057	2317.97132980717	831.200634707247	6164.44681013332	2283.7102267584	1263.32763243637	3097.28282850402	2003.17140150396	5330.64483096416	2994.22636816473	953.973141907921	827.1012922355	2803.61427584044	1959.36617342308	1884.40800872319	
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0.0	0.0	26.405785659808	131.00394786786	0.0	0.0	189.350398145168	4.01899337863548	0.0	0.0	0.0	49.471115326572	0.0	0.0	0.0	245.54710773223	1191.95200904895	268.712166154856	835.069920943474	763.528529757887	0.0	30.6523524861504	0.0	6.3778871619289	0.0	0.0	20.4449211135771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3418249580916	0.0	0.0	224.514317121664	0.0	11.133865670927	0.0	0.0	178.346682772212	166.690827859175	0.0	0.0	0.0	0.0	0.0	76.274163101278	0.0	0.0	22.0468144333137	0.0	0.0	0.0	0.0	0.0	0.0	864.889761995234	0.0	0.0	584.478972098109	0.0	485.020993102174	0.0	179.329778240966	0.0	341.329457880813	34.5442210541611	710.913137814883	0.0	285.370689360951	587.464818253773	0.0	0.0	0.0	13.4537882731347	4.3139773868844	0.0	0.0	0.0	17.9388043663848	0.0	230.873291149001	0.0	0.0	6.37274757983138	0.0	0.0	0.0	0.0	0.0	51.352764440189	23.88568755686	26.8810903645468	43.2235357441637	0.0	0.0	
GLYOXYLATE-BYPASS	glyoxylate cycle	664.946202613261	1554.3084021037	193.631349924489	79.5485228331929	205.025151022029	7.98233708446543	45.2854112946958	1.33989427976197	69.4244126094957	45.7595775781341	27.8458696925222	60.4297880532167	249.600929571592	143.235549504868	47.6729795433068	365.151115165929	393.961907016217	68.2906192011911	248.89592555112	194.481230858576	174.918870650211	1242.25509535739	57.4558280818479	635.972653764802	151.231895209918	139.386300356821	4.81805029879327	80.8558913966977	369.99586994541	420.810335372173	37.7905832462789	425.610047980353	181.735657067245	657.062022075161	107.74626584413	307.741752556133	204.941741574806	360.280167095577	531.497197692942	257.014150505109	264.322729394064	290.998492933161	327.72030311132	1432.39118682263	374.830474175971	366.122838631716	131.759717652537	115.928594406584	724.978500000905	61.3932243248238	23.366482504604	124.19773752196	49.6293881298506	211.05433988885	285.929694700284	119.558233200762	17.3876297849161	296.959806009991	150.064658683432	174.867070185228	436.555705869743	228.263325675291	0.0	159.450030390156	1076.30430142458	140.14692047163	299.168303753911	140.074577623972	427.920310533903	665.305012222255	15.918692013817	175.195105541192	103.876772545612	90.5202813835241	216.390160488887	448.95707735323	23.8518907440084	812.748964845652	1337.78172561101	12.9374152438908	131.843136627416	39.7342703567259	927.464883164506	1894.70726955129	1320.42241687862	580.522014774024	125.408041110688	27.8656259410826	504.63414474026	110.157750404087	65.0924246851792	198.784849181889	117.554152264085	1881.2773881893	185.95748224709	35.4271201476952	22.5562336530078	164.947681350426	73.3366748692623	65.504732530072	
